Player,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Week 8,Week 9,Week 10,Week 11,Week 12,Week 13,Age,Pos,Salary,Team,Year
Russell Bodine,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2020.0
Austin Bryant,,,,,,,,,,Q,O,,,24.0,EDGE,557353.0,Lions,2020.0
Hunter Bryant,O,O,O,Q,IR,IR,IR,IR,IR,IR,IR,,,22.0,TE,461763.0,Lions,2020.0
Justin Coleman,,IR,IR,IR,IR,IR,IR,,,,,,,27.0,CB,6950000.0,Lions,2020.0
Jashon Cornell,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2020.0
Joe Dahl,,IR,IR,IR,IR,,,Q,Q,,,,,27.0,OG,1475000.0,Lions,2020.0
Jarrad Davis,,,,,,,,C19,Q,Q,,,,26.0,ILB,1960798.0,Lions,2020.0
Taylor Decker,,,,,,,Q,,,,,,,27.0,OT,6850000.0,Lions,2020.0
Trey Flowers,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Lions,2020.0
Mike Ford,IR,IR,IR,IR,IR,IR,,,,,O,,,25.0,CB,644120.0,Lions,2020.0
Kenny Golladay,D,O,Q,,,,,O,O,O,O,,,27.0,WR,2133000.0,Lions,2020.0
Da'Shawn Hand,Q,,,Q,,,,,,Q,O,,,25.0,DE,750000.0,Lions,2020.0
Tony McRae,,,,,,,,,IR,IR,IR,IR,IR,,,,Lions,2020.0
C.J. Moore,O,Q,Q,O,Q,,,,,,,,,25.0,DB,675000.0,Lions,2020.0
Jeff Okudah,Q,,,,,,,,,,O,,,,,,Lions,2020.0
Julian Okwara,Q,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Lions,2020.0
Amani Oruwariye,,,,,,,,,,,Q,,,24.0,CB,675000.0,Lions,2020.0
Jalen Reeves-Maybin,,,,,,,Q,,,,,,,25.0,OLB,825000.0,Lions,2020.0
Darryl Roberts,Q,Q,,Q,,,Q,IR,IR,IR,IR,IR,,30.0,CB,1000000.0,Lions,2020.0
Bo Scarbrough,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Lions,2020.0
Danny Shelton,,,,,,,,,,,,IR,IR,,,,Lions,2020.0
Dan Skipper,IR,IR,,,,,,,,,,,,,,,Lions,2020.0
D'Andre Swift,,,,,,,,,,O,Q,,,21.0,RB,610000.0,Lions,2020.0
Desmond Trufant,,O,D,Q,O,O,Q,,,,,IR,IR,,,,Lions,2020.0
Halapoulivaati Vaitai,O,Q,Q,,,,,Q,Q,Q,IR,IR,IR,,,,Lions,2020.0
Tracy Walker,,,,,,,,O,,,,,,25.0,S,750000.0,Lions,2020.0
Nick Williams,,Q,,,,,,,Q,,,,,30.0,DT,2900000.0,Lions,2020.0
Davante Adams,,,D,Q,,,,,,,,,,28.0,WR,12000000.0,Packers,2020.0
Montravius Adams,D,Q,,,Q,Q,,,,D,IR,IR,IR,,,,Packers,2020.0
Jaire Alexander,,,,Q,,,,,D,,,,,23.0,CB,1575522.0,Packers,2020.0
David Bakhtiari,,,,,,D,Q,Q,,,,,,29.0,OT,10500000.0,Packers,2020.0
James Burgess,,,,,,,,,,,IR,IR,IR,,,,Packers,2020.0
Kenny Clark,,O,Q,Q,,,,,,,,,,25.0,DT,1690000.0,Packers,2020.0
Josiah Deguara,,Q,D,Q,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2020.0
AJ Dillon,,,,,,,,C19,C19,C19,C19,C19,C19,22.0,RB,610000.0,Packers,2020.0
Kabion Ento,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2020.0
Tyler Ervin,,,,Q,O,O,Q,,,O,Q,,IR,,,,Packers,2020.0
Devin Funchess,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2020.0
Rashan Gary,,,,Q,Q,,,,,,,,,23.0,DL,1216696.0,Packers,2020.0
Elgton Jenkins,,,Q,,,,,,,,,,,25.0,OL,802597.0,Packers,2020.0
Aaron Jones,,,,,,Q,O,Q,,,,,,26.0,RB,2133000.0,Packers,2020.0
Kevin King,,,,,Q,D,O,O,Q,Q,Q,,,25.0,CB,1430575.0,Packers,2020.0
Christian Kirksey,,,,IR,IR,IR,IR,IR,IR,,,,,28.0,OLB,1750000.0,Packers,2020.0
Tyler Lancaster,,,,,,O,Q,,,,,,,26.0,DL,750000.0,Packers,2020.0
Allen Lazard,,,,IR,IR,IR,IR,IR,IR,Q,,,,25.0,WR,469118.0,Packers,2020.0
Marcedes Lewis,,,,D,,,,,,,,,,36.0,TE,1100000.0,Packers,2020.0
Corey Linsley,,,,Q,,Q,,,,,Q,IR,IR,,,,Packers,2020.0
John Lovett,,,,,,,Q,,O,IR,IR,IR,IR,,,,Packers,2020.0
Kamal Martin,IR,IR,IR,IR,IR,IR,,C19,C19,,,,,22.0,LB,523527.0,Packers,2020.0
Parry Nickerson,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2020.0
Randy Ramsey,O,O,D,,,,,,,,,,,25.0,LB,610000.0,Packers,2020.0
Will Redmond,,,,,,,,O,Q,Q,,,,27.0,CB,750000.0,Packers,2020.0
Darnell Savage Jr.,,,Q,,,D,Q,,,,,,,23.0,S,1063986.0,Packers,2020.0
Vernon Scott,,,,,,,,O,Q,,,,,23.0,S,610000.0,Packers,2020.0
Darrius Shepherd,,,,,,,,,Q,Q,,,,,,,Packers,2020.0
Preston Smith,,,,,,Q,,,,,,,,28.0,DE,4350000.0,Packers,2020.0
Za'Darius Smith,,,,Q,Q,,,,,,,,,28.0,DE,2000000.0,Packers,2020.0
Equanimeous St. Brown,,O,,,,,,,Q,Q,Q,,,24.0,WR,616176.0,Packers,2020.0
Simon Stepaniak,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,23.0,OL,400000.0,Packers,2020.0
Lane Taylor,,O,,,,,,,,IR,,,,,,,Packers,2020.0
Patrick Taylor,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Packers,2020.0
Billy Turner,D,Q,,,,,,,,,,,,29.0,OT,2200000.0,Packers,2020.0
Ricky Wagner,,,,,,,,Q,Q,,,,,31.0,OT,2250000.0,Packers,2020.0
Billy Winn,,,,,,,,,,,,,IR,,,,Packers,2020.0
Eli Apple,IR,IR,IR,IR,O,Q,Q,,,,,,,,,,Panthers,2020.0
Omar Bayless,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020.0
Reggie Bonnafon,,,,,,,,,,O,IR,IR,IR,,,,Panthers,2020.0
Derrick Brown,,,,,,,,,,,,,C19,22.0,DL,610000.0,Panthers,2020.0
Juston Burris,,,,,,,IR,IR,IR,IR,,,,27.0,CB,910000.0,Panthers,2020.0
Dennis Daley,O,O,D,Q,,,,,,,,O,,24.0,OL,675000.0,Panthers,2020.0
Rasul Douglas,,,,,,,C19,C19,C19,,Q,,,26.0,CB,825000.0,Panthers,2020.0
Sam Franklin,,,,,,,,,,,Q,Q,,24.0,OLB,610000.0,Panthers,2020.0
Yetur Gross-Matos,,O,,,,IR,IR,IR,IR,Q,Q,C19,C19,22.0,DL,572941.0,Panthers,2020.0
Marquis Haynes,,,,,,,,Q,Q,Q,Q,Q,,27.0,OLB,750000.0,Panthers,2020.0
Donte Jackson,,,,,,Q,Q,,,Q,D,D,,25.0,CB,917502.0,Panthers,2020.0
Keith Kirkwood,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020.0
Luke Kuechly,IR,IR,IR,IR,IR,IR,IR,,,,,,,,,,Panthers,2020.0
Austin Larkin,,,,,,,,,,Q,,,,25.0,DE,476472.0,Panthers,2020.0
Greg Little,,,,,,,,,,,,,C19,23.0,OL,842224.0,Panthers,2020.0
Jordan Mack,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020.0
Christian McCaffrey,,,IR,IR,IR,IR,IR,IR,IR,O,O,Q,,24.0,RB,825000.0,Panthers,2020.0
Christian Miller,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Panthers,2020.0
John Miller,,,,,,,Q,Q,,,D,Q,,27.0,OG,1790000.0,Panthers,2020.0
D.J. Moore,,,,,,,,,,,,,C19,,,,Panthers,2020.0
Efe Obada,,,,,,,,Q,,,,,,28.0,LB,750000.0,Panthers,2020.0
Russell Okung,,,Q,Q,,,,D,D,O,D,Q,,32.0,T,13000000.0,Panthers,2020.0
Michael Palardy,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,C19,,,,Panthers,2020.0
Michael Schofield,,,,,,,C19,C19,C19,,,,,30.0,OT,1000000.0,Panthers,2020.0
Kawann Short,,O,D,,,,IR,,,,,,,,,,Panthers,2020.0
Adarius Taylor,,,,,,,,,,IR,IR,IR,IR,30.0,MLB,910000.0,Panthers,2020.0
Stantley Thomas-Oliver,Q,,,,,,,,,,,,,22.0,CB,610000.0,Panthers,2020.0
Shaq Thompson,,,,,,,,,,,,,C19,26.0,OLB,4000000.0,Panthers,2020.0
Stephen Weatherly,Q,,,,,,,,,O,IR,IR,IR,,,,Panthers,2020.0
Tahir Whitehead,,,,Q,,,,,,,Q,Q,,30.0,OLB,1050000.0,Panthers,2020.0
Quincy Adeboyejo,//,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Beau Allen,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
David Andrews,,,O,,,,,,,,,,,28.0,C,3000000.0,Patriots,2020.0
Devin Asiasi,,,,,,,,IR,IR,IR,IR,IR,IR,23.0,TE,610000.0,Patriots,2020.0
Michael Barnett,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Brandon Bolden,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Tashawn Bower,,,,,,,,,,,Q,,,25.0,OLB,397062.0,Patriots,2020.0
Rex Burkhead,,,,,,,,,,,O,IR,IR,,,,Patriots,2020.0
Adam Butler,,Q,Q,Q,Q,Q,,,,Q,Q,,,26.0,DT,3259000.0,Patriots,2020.0
Yodny Cajuste,O,,,,,,,,IR,,,,,,,,Patriots,2020.0
Shilique Calhoun,,,,,,,Q,Q,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Marcus Cannon,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Patrick Chung,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Brandon Copeland,,Q,,,,,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Byron Cowart,,,,,C19,C19,,,,,Q,,,24.0,DL,645588.0,Patriots,2020.0
Carl Davis,,,,,,O,O,Q,,,IR,IR,IR,,,,Patriots,2020.0
Cody Davis,,,,O,IR,IR,IR,Q,Q,,,,,31.0,S,1100000.0,Patriots,2020.0
Kyle Dugger,,,Q,,,Q,Q,Q,Q,,Q,,,24.0,S,610000.0,Patriots,2020.0
Julian Edelman,,Q,Q,Q,Q,Q,IR,IR,IR,IR,IR,C19,C19,,,,Patriots,2020.0
Jermaine Eluemunor,,,,,,IR,IR,IR,IR,,,,,26.0,OG,2133000.0,Patriots,2020.0
Lawrence Guy,,,,,,,Q,Q,Q,Q,,,,30.0,DT,3100000.0,Patriots,2020.0
Damien Harris,IR,IR,IR,IR,,,Q,Q,Q,Q,,,,23.0,RB,630882.0,Patriots,2020.0
N'Keal Harry,Q,Q,Q,,,,O,O,Q,Q,Q,,,23.0,WR,954016.0,Patriots,2020.0
Justin Herron,,,,,,,IR,IR,IR,IR,IR,,,25.0,OL,486468.0,Patriots,2020.0
Dont'a Hightower,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Ryan Izzo,,,,,,,,Q,Q,Q,Q,,IR,,,,Patriots,2020.0
J.C. Jackson,,,,,,,Q,Q,,,,,,25.0,DB,750000.0,Patriots,2020.0
Jonathan Jones,Q,,,,,,,,Q,,,,,27.0,DB,3200000.0,Patriots,2020.0
Dalton Keene,Q,Q,,,,,Q,Q,IR,IR,IR,IR,,21.0,TE,511173.0,Patriots,2020.0
Brandon King,,,,,,,,,PUP,,,,,,,,Patriots,2020.0
Matt LaCosse,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Marqise Lee,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Sony Michel,,,,Q,IR,C19,C19,IR,IR,IR,,,,25.0,RB,1355154.0,Patriots,2020.0
Gunner Olszewski,IR,IR,IR,IR,,,,,,,,,,24.0,WR,630882.0,Patriots,2020.0
Derek Rivers,,,,,,Q,,,,,,,,,,,Patriots,2020.0
John Simon,,,,,,,Q,Q,Q,Q,,,,30.0,DE,1500000.0,Patriots,2020.0
J.J. Taylor,,,,,,,,O,,O,Q,,,22.0,RB,610000.0,Patriots,2020.0
Joe Thuney,,,,,,,Q,Q,Q,Q,,,,28.0,OG,14781000.0,Patriots,2020.0
Najee Toran,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
Josh Uche,,O,IR,IR,IR,IR,IR,,,,,,,22.0,LB,548235.0,Patriots,2020.0
Danny Vitale,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Patriots,2020.0
James White,,,O,,,,,,,,,,,28.0,RB,3000000.0,Patriots,2020.0
Chase Winovich,Q,,,,,,,,,,,,,25.0,EDGE,681000.0,Patriots,2020.0
Deatrich Wise Jr.,,,,,,,,Q,Q,Q,,,,26.0,DE,2133000.0,Patriots,2020.0
Dustin Woodard,IR,IR,IR,IR,IR,IR,,,,,,,,,,,Patriots,2020.0
Isaiah Wynn,,,Q,Q,Q,,,Q,Q,Q,O,IR,IR,,,,Patriots,2020.0
Damon Arnette,,,,O,IR,IR,C19,IR,IR,,,,,24.0,CB,437058.0,Raiders,2020.0
Trent Brown,,D,O,D,Q,C19,C19,C19,C19,C19,C19,,,27.0,OT,21250000.0,Raiders,2020.0
Maliek Collins,,,,,Q,Q,,,,C19,,IR,IR,,,,Raiders,2020.0
Bryan Edwards,,,,O,O,O,Q,,,,,,,22.0,WR,610000.0,Raiders,2020.0
Ukeme Eligwe,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2020.0
Clelin Ferrell,,,,,,,,,,C19,C19,,,23.0,EDGE,1920492.0,Raiders,2020.0
Rico Gafford,,,,D,Q,,,,,,,,,,,,Raiders,2020.0
Denzelle Good,,,Q,,,C19,,,,,,,,29.0,OT,1400000.0,Raiders,2020.0
Johnathan Hankins,,,,,,,,,,C19,,,,28.0,DT,3750000.0,Raiders,2020.0
Jeff Heath,,,,,,,,Q,,,,,IR,,,,Raiders,2020.0
Rodney Hudson,,,,,,C19,,,,,,,,31.0,OL,1050000.0,Raiders,2020.0
Maurice Hurst Jr,,,,,,,,O,O,Q,,,,,,,Raiders,2020.0
Richie Incognito,,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2020.0
Gabe Jackson,,,,,,C19,,,Q,,,,,29.0,OG,9350000.0,Raiders,2020.0
Arden Key,,,,,,,D,O,,,,,,24.0,DE,750000.0,Raiders,2020.0
Nick Kwiatkoski,,D,O,Q,,,,,,,,,,27.0,ILB,7000000.0,Raiders,2020.0
Marcus Mariota,IR,IR,IR,IR,IR,IR,,,,,,,,27.0,QB,7500000.0,Raiders,2020.0
Takkarist McKinley,,,,,,,,,,,IR,IR,IR,,,,Raiders,2020.0
Kolton Miller,,,,,,C19,,Q,D,,,,,25.0,OT,1704666.0,Raiders,2020.0
Tanner Muse,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,C19,,,,Raiders,2020.0
Carl Nassib,,,,,,Q,,,,,,,,27.0,DE,7500000.0,Raiders,2020.0
Keisean Nixon,,,,,,O,,,,,,,,23.0,CB,675000.0,Raiders,2020.0
Nick O'Leary,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2020.0
Daniel Ross,,,,O,IR,IR,IR,IR,,,,,,,,,Raiders,2020.0
Henry Ruggs ,,Q,O,D,Q,,,,,,,,,,,,Raiders,2020.0
John Simpson,,Q,,,,,,,,,,,,23.0,OL,610000.0,Raiders,2020.0
Jeremiah Valoaga,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2020.0
Kendal Vickers,,,,,,,,,,C19,,,,25.0,DE,610000.0,Raiders,2020.0
Darren Waller,,,Q,,,,,,,,,,,28.0,TE,7280000.0,Raiders,2020.0
Tyrell Williams,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Raiders,2020.0
Sam Young,,D,Q,,,,,,,,,,,33.0,T,1050000.0,Raiders,2020.0
Cam Akers,,,O,O,,,,,,,,,,21.0,RB,610000.0,Rams,2020.0
Brian Allen,,,,,,,,,Q,D,Q,,,25.0,C,750000.0,Rams,2020.0
Chandler Brewer,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2020.0
Terrell Burgess,,,,,,,,IR,IR,IR,IR,IR,IR,,,,Rams,2020.0
Bobby Evans,,,,,O,,,,,,,,,23.0,OL,675000.0,Rams,2020.0
Leonard Floyd,,,,,,,,,Q,,,,,28.0,OLB,5000000.0,Rams,2020.0
Kai Forbath,,,,,,,,,,IR,IR,IR,IR,,,,Rams,2020.0
Jordan Fuller,,,,Q,,IR,IR,IR,IR,,,,,22.0,S,461763.0,Rams,2020.0
Travin Howard,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Rams,2020.0
Terrell Lewis,IR,IR,IR,IR,,,,,Q,,D,,,22.0,LB,560587.0,Rams,2020.0
Joseph Noteboom,,,IR,IR,IR,IR,,,,,,,,25.0,OT,750000.0,Rams,2020.0
Ogbonnia Okoronkwo,,,,,,O,IR,IR,IR,IR,IR,IR,,25.0,DE,555884.0,Rams,2020.0
Taylor Rapp,,,,,,,,,,IR,IR,IR,IR,,,,Rams,2020.0
A'Shawn Robinson,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,25.0,DT,523529.0,Rams,2020.0
Andrew Whitworth,,,,,,,,,,IR,IR,IR,IR,,,,Rams,2020.0
Darious Williams,,,Q,,,,,,,,,,,27.0,CB,750000.0,Rams,2020.0
Otaro Alaka,,,,,,,IR,,,,,,,,,,Ravens,2020.0
Anthony Averett,,,,,,,IR,IR,IR,IR,IR,IR,,26.0,CB,555884.0,Ravens,2020.0
Terrell Bonds,,,,,,,,,,IR,IR,C19,C19,,,,Ravens,2020.0
Tyus Bowser,,,,,,,,C19,,,,,,25.0,OLB,1225310.0,Ravens,2020.0
Nick Boyle,,,,,Q,,,,,IR,IR,IR,IR,,,,Ravens,2020.0
Jacob Breeland,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Ravens,2020.0
Dez Bryant,,,,,,,,,,,,,C19,32.0,WR,,Ravens,2020.0
Calais Campbell,,,,,,,,,O,D,C19,C19,,34.0,DE,5000000.0,Ravens,2020.0
J.K. Dobbins,,,,,,,,,,,C19,C19,,22.0,RB,610000.0,Ravens,2020.0
Khalil Dorsey,,,,,,,,,IR,IR,IR,IR,IR,,,,Ravens,2020.0
Devin Duvernay,,,,,,,,Q,,,,,,23.0,WR,610000.0,Ravens,2020.0
Jaylon Ferguson,,,,,,,,,,,C19,,,25.0,DE,675000.0,Ravens,2020.0
D.J. Fluker,,,Q,,,,,,,,C19,,,29.0,OT,1050000.0,Ravens,2020.0
L.J. Fort,,,,Q,,,,O,Q,Q,,,,30.0,LILB,1750000.0,Ravens,2020.0
Robert Griffin III,,,,,,,,,,,,IR,IR,,,,Ravens,2020.0
Justice Hill,O,Q,,Q,,,,,,,,,,23.0,RB,675000.0,Ravens,2020.0
Mark Ingram,,,,,,,D,D,Q,,C19,C19,,31.0,RB,4000000.0,Ravens,2020.0
Matt Judon,,,,,,,,C19,Q,,C19,C19,C19,28.0,DE,16808000.0,Ravens,2020.0
Justin Madubuike,O,O,Q,Q,Q,,,,,,C19,C19,,23.0,DL,610000.0,Ravens,2020.0
Iman Marshall,,,,,,,IR,,,,C19,IR,IR,,,,Ravens,2020.0
Chris Moore,O,O,Q,Q,Q,Q,,D,IR,IR,IR,IR,IR,,,,Ravens,2020.0
Tyre Phillips,Q,,,,D,Q,,IR,IR,IR,IR,,,23.0,OL,498821.0,Ravens,2020.0
Patrick Ricard,,,,,,,,,,,C19,C19,,26.0,DE,1000000.0,Ravens,2020.0
Andre Smith,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Ravens,2020.0
Jimmy Smith,,Q,,Q,Q,Q,Q,Q,D,Q,Q,,,32.0,CB,2500000.0,Ravens,2020.0
Ronnie Stanley,,Q,,Q,Q,Q,,IR,IR,IR,IR,IR,IR,,,,Ravens,2020.0
De'Anthony Thomas,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Ravens,2020.0
Jihad Ward,,,,,,,,,,,C19,C19,,26.0,DE,910000.0,Ravens,2020.0
Broderick Washington Jr.,,,,,Q,,,,,,C19,,,24.0,DL,610000.0,Ravens,2020.0
Antoine Wesley,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Ravens,2020.0
DeAndrew White,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Ravens,2020.0
Brandon Williams,,,,,,C19,C19,,,D,C19,,,31.0,DT,4250000.0,Ravens,2020.0
Derek Wolfe,,,,Q,Q,D,,,,,Q,,,30.0,DT,2250000.0,Ravens,2020.0
Tavon Young,,,O,,,,IR,,,,,,,,,,Ravens,2020.0
Kyle Allen,,,,,,,,,O,IR,IR,IR,IR,,,,WFT,2020.0
Ryan Anderson,,,,Q,,Q,,,,O,O,,IR,,,,WFT,2020.0
Marcus Baugh,,,,,O,,,,,,,,,26.0,TE,610000.0,WFT,2020.0
Ryan Bee,IR,IR,,,,,,,,,,,,,,,WFT,2020.0
Caleb Brantley,IR,,,,,,,,IR,,,,,,,,WFT,2020.0
Saahdiq Charles,Q,,O,,,,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Geron Christian,,,,,,,Q,D,O,IR,IR,IR,IR,,,,WFT,2020.0
Landon Collins,,,,,,,,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Thomas Davis,O,Q,,,,,,,,,,,,37.0,LB,1500000.0,WFT,2020.0
Deshazor Everett,,,,,,,,,,,O,,,,,,WFT,2020.0
Reuben Foster,,,,,,,,,IR,,,,,,,,WFT,2020.0
Robert Foster,,,,,,,O,,,,,,,26.0,WR,485294.0,WFT,2020.0
Kendall Fuller,D,Q,,,,,,,,,,,,25.0,CB,1000000.0,WFT,2020.0
Antonio Gandy-Golden,,,,,,,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Joshua Garnett,,,,,,O,IR,,,,,,,,,,WFT,2020.0
Emanuel Hall,,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Kelvin Harmon,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Josh Harvey-Clemons,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Temarrick Hemingway,,,,,,,,,,,,,IR,,,,WFT,2020.0
Cole Holcomb,,O,O,O,Q,,,,,,,,,24.0,LB,675000.0,WFT,2020.0
Dustin Hopkins,,,,,,,,,Q,Q,Q,,,30.0,K,2400000.0,WFT,2020.0
Dontrelle Inman,,,,,,,,D,O,Q,,,,31.0,WR,910000.0,WFT,2020.0
Matthew Ioannidis,,,,IR,IR,IR,IR,IR,IR,IR,C19,IR,IR,,,,WFT,2020.0
Mike Liedtke,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,,,,WFT,2020.0
Bryce Love,,,,,,,,,IR,,,,,,,,WFT,2020.0
Cornelius Lucas,,,,,,,,,,O,Q,,,29.0,T,910000.0,WFT,2020.0
Morgan Moses,,,Q,Q,,,,,,,,,,29.0,OT,6500000.0,WFT,2020.0
Thaddeus Moss,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,WFT,2020.0
Jared Norris,,,,,,,,,O,O,O,,,27.0,LB,679412.0,WFT,2020.0
Kevin Pierre-Louis,,,,Q,,,,,,,,,,29.0,OLB,1150000.0,WFT,2020.0
Brandon Scherff,,,IR,IR,IR,IR,,,,,,,,29.0,G,15030000.0,WFT,2020.0
Wes Schweitzer,,,,,Q,,,,,,,,,27.0,OT,1000000.0,WFT,2020.0
David Sharpe,,,,,,O,,,,,,,,25.0,OT,2133000.0,WFT,2020.0
Steven Sims,,,Q,O,IR,IR,IR,IR,,,,,,23.0,WR,616176.0,WFT,2020.0
James Smith-Williams,,,,,,,O,,,,,,,23.0,DL,610000.0,WFT,2020.0
Greg Stroman,,,,,O,,,,IR,,,,,,,,WFT,2020.0
Jordan Veasy,IR,IR,IR,IR,IR,,,,,,,,,,,,WFT,2020.0
Isaiah Wright,,,,,,,O,,,Q,,,,23.0,WR,610000.0,WFT,2020.0
Chase Young,,,,O,Q,,,,,,,,,21.0,DL,610000.0,WFT,2020.0
Kiko Alonso,PUP,PUP,PUP,PUP,PUP,PUP,PUP,PUP,,,,,,,,,Saints,2020.0
Terron Armstead,,,,,,,,,,,C19,C19,C19,29.0,OT,1050000.0,Saints,2020.0
Johnson Bademosi,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Saints,2020.0
Drew Brees,,,,,,,,,,IR,IR,IR,IR,,QB,23650000.0,Saints,2020.0
Marquez Callaway,,,,,,,O,,,,,IR,IR,,,,Saints,2020.0
Jared Cook,,,,O,Q,,,,,,,,,33.0,TE,7000000.0,Saints,2020.0
Ken Crawley,,,,,,C19,C19,,,,,,,27.0,DB,695882.0,Saints,2020.0
Jalen Dalton,//,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Saints,2020.0
Marcus Davenport,O,O,Q,O,Q,,,,,,,,,24.0,DE,1729263.0,Saints,2020.0
Nick Easton,,,,,,O,O,,,,,,,28.0,C,4500000.0,Saints,2020.0
Bennie Fowler,,,,,,IR,IR,IR,IR,IR,IR,IR,IR,,,,Saints,2020.0
Blake Gillikin,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,IR,,,,Saints,2020.0
J.T. Gray,,,,,,Q,,,,,,,,24.0,DB,750000.0,Saints,2020.0
Saquan Hampton,IR,IR,,,,,,,,,,,,,,,Saints,2020.0
Chase Hansen,,O,O,Q,,,,IR,,,,,,,,,Saints,2020.0
Justin Hardee,,,,,O,,,IR,IR,IR,IR,IR,IR,26.0,WR,1135000.0,Saints,2020.0
Deonte Harris,,,,,O,,,,,,Q,,,23.0,WR,675000.0,Saints,2020.0
Trey Hendrickson,,,Q,,,,,,,,,,,26.0,DE,825000.0,Saints,2020.0
Josh Hill,,,,,,,,,,O,,,,30.0,TE,1785000.0,Saints,2020.0
Janoris Jenkins,,,,O,O,,,,,,,,,32.0,CB,1050000.0,Saints,2020.0
